운영형태,관리기관명,주차장명,주차장관리번호,소재지지번주소,소재지도로명주소,전화번호,주차장유형,주차구획수,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,급지구분,주차기본요금,1일주차권요금,월정기권요금,위도,경도,데이터기준일자,주차장구분,부제시행구분,운영요일,요금정보,주차기본시간,추가단위시간,추가단위요금,1일주차권요금적용시간,결제방법,특기사항,실시간주차면수
구(군)직영,부산광역시 북구청,대천천마을공동주차장,2016000002,-,북구 화명2동 174,051-309-4502,노외,73,0:00,0:24,0:00,0:24,0:00,0:24,기타,0,0,0,-,-,11/07/2018,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 북구청,구포축산물도매시장,2018000001,북구 사상로583번길 13 (구포동 1187-4),-,051-309-4502,노외,44,8:00,22:00,8:00,22:00,8:00,22:00,3,200,4700,50000,-,-,11/07/2018,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 북구청,만덕동심공원,2020000001,북구 덕천로 322 (만덕동 872-3),-,-,노외,32,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,01/31/2020,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 북구청,만덕1동,2020000004,북구 만덕1로 65 (만덕동 642-14),-,-,노외,50,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,07/30/2020,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 북구청,국철 화명역 공영주차장,2019000001,북구 학사로 145 (화명동 2253),-,860-7758,노외,38,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 북구청,덕천2동 공영주차장,2018000002,북구 만덕대로27번길 34 (덕천동 346-1),-,051-309-4502,노외,16,8:00,8:00,8:00,8:00,8:00,8:00,3,200,4700,90000,-,-,11/07/2018,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 북구청,화명 공영주차장,2007011263,-,북구 화명2동 2126,051-309-4502,노외,37,8:00,20:00,8:00,20:00,8:00,20:00,4,100,2400,52000,201371.5978,193653.6501,06/03/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 북구청,삼성 공영주차장,2007011210,-,북구 만덕1동 783-4,051-309-4502,노외,31,8:00,20:00,8:00,20:00,8:00,20:00,4,100,2400,52000,203301.2319,190384.3324,08/04/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 북구청,동원 공영주차장,2007011120,-,북구 만덕3동 934,051-309-4502,노외,63,8:00,20:00,8:00,20:00,8:00,20:00,4,100,2400,52000,202770.7605,190442.0729,08/04/2014,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 북구청,북구청 직원주차장,2007011073,-,북구 구포2동 1190,051-309-4155,노외,131,8:00,19:00,-,-,-,-,기타,0,0,0,199053.5602,189097.0746,08/04/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 북구청,도시철도 구남역,2007011024,-,북구 구포2동 896,010-2269-3006,노외,125,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,3,200,4700,90000,199612.3127,188880.7752,06/16/2016,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 북구청,소규모공동주차장(22구역),2010000004,-,북구 구포3동 1220-24,051-309-6241,노외,8,8:00,20:00,8:00,20:00,8:00,20:00,4,0,0,40000,-,-,08/04/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 북구청,소규모(경로당)공동주차장(23구역),2010000005,-,북구 구포3동 1239-48,051-309-6241,노외,12,8:00,20:00,8:00,20:00,8:00,20:00,4,0,0,40000,-,-,08/04/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 북구청,소규모(진산빌라)공동주차장(24구역),2010000006,-,북구 구포3동 1221-23,051-309-6241,노외,4,8:00,20:00,8:00,20:00,8:00,20:00,4,0,0,40000,-,-,08/04/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 북구청,소규모(대흥빌라)공동주차장(25구역),2010000007,-,북구 구포3동 1229-28,051-309-6241,노외,5,8:00,20:00,8:00,20:00,8:00,20:00,4,0,0,40000,-,-,08/04/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 북구청,행복마을공영주차장,2011000001,-,북구 구포2동 1083-3  행복마을공영주차장,051-309-4502,노외,31,8:00,20:00,8:00,20:00,8:00,20:00,4,100,2400,52000,-,-,08/04/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 북구청,구포시장고객전용공영주차장,2011000002,-,북구 구포1동 596-13,051-333-9031,노외,79,0:08,0:08,0:08,0:08,0:08,0:08,3,200,4700,90000,-,-,11/07/2018,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 북구청,포천초교공영주차장,2011000003,북구,-,051-309-4502,노외,89,8:00,20:00,8:00,20:00,8:00,20:00,4,100,2400,52000,-,-,08/04/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 북구청,만덕3동공영주차장,2012000001,-,북구 만덕3동 913-2,051-309-4505,노외,15,8:00,20:00,8:00,20:00,8:00,20:00,4,100,2400,52000,-,-,08/04/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 북구청,낙동 공영주차장,2007011075,-,북구 구포2동 1190,051-309-4502,노외,46,8:00,20:00,8:00,20:00,8:00,20:00,3,200,4700,50000,198975.1029,189002.6332,07/30/2018,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 북구청,금곡 역세권 공영주차장,2007011288,-,북구 금곡동 520-1  금곡역세권 공영주차장,051-309-4502,노외,32,8:00,20:00,8:00,20:00,8:00,20:00,3,200,4700,90000,201559.0878,196847.1766,08/04/2014,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 북구청,구포3동 공영주차장,2007011220,북구 시랑로 166 (구포동 1248-10),-,051-309-4502,노외,81,8:00,8:00,8:00,8:00,8:00,8:00,4,100,2400,52000,201208.6395,188831.373,07/11/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 북구청,구포대교하부 공영주차장,2009000002,-,북구 구포2동 1067-15  구포대교하부 공영주차장,051-309-4502,노외,21,8:00,20:00,8:00,20:00,8:00,20:00,4,100,2400,30000,199507.3449,189672.8498,08/04/2014,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 북구청,(7구역)소규모공동,2016000006,"북구 화명신도시로 228 (금곡동 1888) 1889-1, 1889-2번지",-,-,노외,37,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,-,-,05/16/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 부산진구청,네오스포밑,2008011647,-,부산진구 부전2동 560-5,010-2269-3006,노상,38,8:00,19:00,8:00,15:00,-,-,2,300,8000,0,205048.0345,183946.3081,06/16/2016,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 부산진구청,부전복개도로,2008011648,-,부산진구 부전2동 575,010-3708-2505,노상,20,9:00,21:00,9:00,21:00,10:00,19:00,1,700,0,0,-,-,04/17/2018,공영,-,-,-,10,10,700,-,-,-,-
민간위탁,부산광역시 부산진구청,적십자회관,2008011649,-,부산진구 전포2동 865,010-2269-3006,노상,51,8:00,19:00,8:00,15:00,-,-,2,300,8000,0,205920.9257,184999.3092,04/17/2018,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 부산진구청,평화시장,2009000008,-,부산진구 범천1동 839-4,-,노상,23,-,-,-,-,-,-,2,300,8000,0,-,-,02/03/2010,공영,-,-,-,10,10,300,-,-,-,-
시설관리공단위탁,부산광역시 동래구청,도시철도 온천장역,2008000002,-,동래구 명륜동 1750-1,051-860-7703,노외,212,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,300,8000,160000,207756.3318,191435.1096,02/04/2019,공영,-,-,-,10,10,300,-,-,-,-
시설관리공단위탁,부산광역시 동래구청,도시철도 동래역,2007011238,-,동래구 명륜동 549-3,051-860-7702,노외,400,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,300,8000,160000,207137.949,190186.3959,02/04/2019,공영,-,-,-,10,10,300,-,-,-,-
시설관리공단위탁,부산광역시 동래구청,도시철도명륜역,2007011236,-,동래구 명륜동 721-2,051-860-7708,노외,187,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,300,8000,160000,207331.3356,190808.2239,02/04/2019,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 동래구청,수안동 주차빌딩,2007011013,-,동래구 수민동 3-3,-,노외,78,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,2,300,8000,160000,207602.1637,189415.5449,10/29/2018,공영,-,-,-,10,10,300,-,-,-,-
구(군)직영,부산광역시 동래구청,안락1동 소규모공영주차장,2007011227,-,동래구 안락1동 443-34,051-550-6508,노외,15,0:00,24:00:00,-,-,-,-,4,100,2400,52000,209359.9899,189349.4867,05/31/2016,공영,-,-,-,10,10,100,-,-,-,-
시설관리공단위탁,부산광역시 동래구청,수안동 주차빌딩,2019000002,동래구 충렬대로218번길 15 (수안동 3-3),-,860-7701,노외,78,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,05/15/2019,공영,-,-,-,10,10,-,-,-,-,-
구(군)직영,부산광역시 동래구청,안락2동 소규모 공영주차장,2018000001,동래구,-,051-550-6529,노외,10,0:00,24:00:00,0:00,0:00,0:00,0:00,4,100,2400,52000,-,-,10/30/2018,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 동래구청,여고로 소규모공영주차장,2014000001,-,동래구 사직3동 149-21,051-550-6487,노외,16,0:00,24:00:00,-,-,-,-,4,100,2400,52000,-,-,05/31/2016,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 동래구청,달북 소규모공영주차장,2007011248,-,동래구 온천3동 1629-3,051-550-6427,노외,14,0:00,24:00:00,0:00,0:00,0:00,0:00,4,100,2400,52000,205335.8655,189692.9025,10/29/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동래구청,금강공원공영주차장,2007011337,-,동래구 온천1동 102-10,051-555-4882,노외,190,0:00,24:00:00,-,-,-,-,3,200,4700,90000,207038.4998,191777.5352,05/31/2016,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 동래구청,새동래3차아파트앞,2009000004,-,동래구 수민동 39-27 새동래아파트,010-5711-0310,노상,72,8:00,21:00,8:00,15:00,8:00,15:00,4,100,2400,52000,207963.3636,188846.4439,10/29/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동래구청,사적공원 공영주차장,2009000002,-,동래구 명륜동 146,051-550-6635,노외,242,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,208094.8854,190508.8183,09/16/2019,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 동래구청,동래시장공영주차장,2012000001,-,동래구 복산동 241,051-553-1654,노외,36,8:00,22:00,8:00,22:00,8:00,22:00,2,300,8000,160000,207812.119,189770.6212,10/29/2018,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 동래구청,명장동 공영주차장,2011000001,동래구,-,-,노외,148,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,208894.3299,190487.7989,03/12/2019,공영,-,-,-,10,10,100,-,-,-,-
구(군)직영,부산광역시 동래구청,사직3동 소규모공영주차장,2010000003,-,"동래구 사직3동 122-14  122-15, 122-17",051-550-6487,노외,11,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,52000,206267.4726,189314.4121,10/29/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 남구청,당산로 공영주차장,2015000003,남구 당산로 67 (우암동 118-188),-,-,노외,18,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,40000,-,-,08/03/2015,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 남구청,대연1동 공영주차장,2007001438,-,남구 대연1동 1750-7,-,노외,41,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,0,0,40000,-,-,08/01/2014,공영,-,-,-,10,10,0,-,-,-,-
구(군)직영,부산광역시 남구청,오륙도 수변공원 공영주차장,2017000001,-,남구 용호2동 196-4,-,노외,13,9:00,18:00,9:00,18:00,9:00,18:00,2,300,8000,160000,-,-,02/06/2020,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 남구청,이기대제2공영주차장,2018000001,-,남구 용호3동 15-15,-,노외,67,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,300,8000,160000,-,-,02/13/2018,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 남구청,이기대제1공영주차장,2018000002,-,남구 용호3동 16-1,-,노외,84,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,300,8000,160000,-,-,02/21/2018,공영,-,-,-,10,10,300,-,-,-,-
시설관리공단위탁,부산광역시 남구청,용호부두공영주차장,2018000003,-,-,051-780-2134,노외,172,-,-,-,-,-,-,2,300,8000,160000,-,-,04/20/2018,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 남구청,용호부두 공영주차장,2018000004,-,-,-,노외,172,-,-,-,-,-,-,2,300,8000,160000,-,-,06/07/2018,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 남구청,삼성시장 배수펌프장 상부,2015000004,남구,-,-,노외,18,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,40000,-,-,08/17/2015,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 남구청,스카이워크공영주차장,2015000005,-,남구 용호2동 950,-,노외,45,8:00,22:00,8:00,22:00,8:00,22:00,2,300,8000,160000,-,-,12/29/2015,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 남구청,대연천 구거복개지,2014000001,-,남구 대연3동 1635-55,-,노외,7,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,0,0,40000,-,-,07/16/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 남구청,동명로157번길 공영주차장,2014000010,-,남구 용호3동 373-15,-,노외,23,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,0,0,40000,-,-,07/20/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 남구청,용호로232번길 공영주차장,2014000011,-,남구 용호4동 536-1,-,노외,28,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,0,0,40000,-,-,07/21/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 남구청,감만동 홍곡로 공영주차장,2015000002,남구 홍곡로 116 (감만동  산48-3),-,-,노외,18,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,100,2400,40000,-,-,08/03/2015,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 남구청,용호초등학교뒤 공영주차장,2008000006,-,남구 용호1동 66-3,-,노외,19,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,0,0,40000,209860.8926,180739.3922,07/21/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 남구청,진남로232번길 공영주차장,2008000005,-,남구 문현1동 53-11,-,노외,28,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,0,0,40000,206999.892,183273.2212,07/21/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 남구청,대연고가도로 밑,2007011003,-,남구 대연3동 621-1,010-6557-8669,노상,49,8:00,19:00,8:00,15:00,-,-,4,100,2400,0,209556.3167,181447.2982,06/16/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 남구청,"이기대제1,제2공영주차장",2015000007,-,남구 용호3동 15-15,-,노외,151,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2,300,8000,160000,-,-,01/18/2016,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 남구청,백운포체육공원앞공영주차장,2015000006,-,남구 용호4동 895-5,-,노상,155,8:00,22:00,8:00,22:00,8:00,22:00,4,100,2400,52000,-,-,12/29/2015,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 남구청,동명로118번길 공영주차장,2010000008,-,남구 용호4동 485-16,-,노외,20,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,4,0,0,40000,-,-,07/21/2014,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 남구청,제2문현교통광장 대상지,2014000018,-,남구 문현4동 843-1,-,노외,24,0:00,16:00,0:00,24:00:00,0:00,24:00:00,4,0,0,40000,-,-,07/21/2014,공영,-,-,-,10,10,0,-,-,-,-
구(군)직영,부산광역시 부산진구청,백양순환로 시간제 노상주차장,2010000007,-,부산진구 당감4동 649-34  백양순환로,-,노상,59,-,-,-,-,-,-,기타,0,0,0,-,-,01/08/2010,공영,-,-,-,10,10,0,-,-,-,-
구(군)직영,부산광역시 부산진구청,테마공원로 시간제 노상주차장,2010000008,-,부산진구 개금3동 60-1  테마공원로,-,노상,34,-,-,-,-,-,-,기타,0,0,0,-,-,01/08/2010,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 부산진구청,가남공영(주거지전용)주차장,2010000013,-,부산진구 가야1동 8-6,-,노외,71,-,-,-,-,-,-,4,100,2400,52000,204090.452,184175.0944,03/05/2011,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 부산진구청,범천4동 소규모공동주차장,2010000014,-,부산진구 범천2동 1127-9,-,노외,11,-,-,-,-,-,-,4,100,2400,52000,204407.0145,183935.4763,03/05/2011,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 부산진구청,금호천지맨션 뒤,2010000015,-,부산진구 부암3동 411-3,-,노외,7,-,-,-,-,-,-,4,0,0,40000,203748.7208,185850.7393,03/05/2011,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 부산진구청,큰별유치원 뒤,2010000016,-,부산진구 개금3동 419-7,-,노외,13,-,-,-,-,-,-,4,100,2400,52000,-,-,03/05/2011,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 부산진구청,우드빌 앞,2010000017,-,부산진구 개금3동 1-3,-,노외,0,-,-,-,-,-,-,4,0,0,40000,202123.9413,185156.1024,03/21/2011,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 부산진구청,서면교회옆,2011000001,-,부산진구 당감2동 93-17,-,노외,19,-,-,-,-,-,-,-,-,-,40000,204277.0312,184593.3369,03/21/2011,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 부산진구청,전포로,2011000002,-,부산진구 전포2동 588-7,-,노외,35,-,-,-,-,-,-,4,0,0,40000,205940.6488,184969.4953,03/21/2011,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 부산진구청,부암로타리,2016000001,-,부산진구 부암1동 17-1,010-3708-2505,노상,27,8:00,19:00,8:00,15:00,-,-,3,200,4700,0,-,-,06/16/2016,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 부산진구청,개성동천,2016000003,-,부산진구 부전2동 673,010-2269-3006,노외,48,8:00,19:00,8:00,15:00,-,-,3,200,4700,0,-,-,06/17/2016,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 부산진구청,가야중복도로 공영주차장,2018000001,-,부산진구 가야2동 656-32,-,노상,163,8:00,21:00,8:00,21:00,8:00,21:00,4,100,2400,52000,-,-,04/17/2018,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 부산진구청,유원오피스텔 뒤,2018000002,-,부산진구 부전1동 474-97,-,노외,12,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,1,700,21000,-,-,-,04/26/2018,공영,-,-,-,10,10,700,-,-,-,-
민간위탁,부산광역시 부산진구청,전포동 서전로,2018000003,부산진구 전포대로 217 (전포동 676-6),-,-,노상,12,8:00,21:00,8:00,21:00,8:00,21:00,2,300,8000,160000,-,-,05/15/2018,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 부산진구청,경남공고 뒤,2018000004,-,부산진구 전포1동 870-1,-,노상,27,8:00,21:00,8:00,21:00,8:00,21:00,2,300,8000,160000,-,-,05/25/2018,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 부산진구청,신천지주유소 옆 공영주차장,2018000005,-,부산진구 당감2동 883-1,-,노상,30,8:00,21:00,8:00,21:00,8:00,21:00,2,300,8000,160000,-,-,06/11/2018,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 부산진구청,신부산빌딩 앞 공영주차장,2018000006,-,부산진구 범천1동 839-5,-,노상,28,8:00,21:00,8:00,21:00,8:00,21:00,1,500,15000,0,-,-,06/11/2018,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 부산진구청,가야공원진입로,2014000001,-,부산진구 가야2동 501-7,-,노상,41,8:00,21:00,-,-,-,-,4,100,2400,52000,-,-,05/26/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 부산진구청,신부산빌딩앞,2014000002,-,부산진구 범천1동 839-32,-,노상,28,8:00,20:00,-,-,-,-,1,500,0,0,-,-,05/26/2016,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 부산진구청,신천지주유소옆,2014000003,-,부산진구 당감2동 883-1,051-636-6526,노상,30,8:00,21:00,8:00,21:00,8:00,21:00,2,300,8000,160000,-,-,05/26/2016,공영,-,-,-,10,10,300,-,-,-,-
민간위탁,부산광역시 부산진구청,범천동신암로,2014000005,-,부산진구 범천2동 1234-36,-,노상,172,8:00,21:00,8:00,21:00,8:00,21:00,3,200,4700,90000,-,-,04/17/2018,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 부산진구청,범천1동 주민센터앞,2014000006,-,부산진구 범천1동 946-18,-,노상,40,8:00,20:00,-,-,-,-,1,500,15000,240000,-,-,05/26/2016,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 부산진구청,가야중복도로,2014000007,부산진구 냉정로 287 (가야동 590-16),-,-,노상,163,8:00,21:00,8:00,21:00,8:00,21:00,4,100,2400,52000,-,-,05/26/2016,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 부산진구청,메가박스서면점 앞,2014000008,-,부산진구 부전2동 575,010-3708-2505,노상,26,9:00,21:00,9:00,21:00,10:00,19:00,1,700,0,0,205276.9547,184175.6099,04/17/2018,공영,-,-,-,10,10,700,-,-,-,-
민간위탁,부산광역시 부산진구청,가야중복도로 외 1,2018000007,부산진구,-,-,노상,201,8:00,21:00,8:00,21:00,8:00,21:00,-,-,-,-,-,-,07/25/2018,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 부산진구청,부암로타리 공영주차장,2019000007,부산진구,-,860-7752,노상,27,8:00,19:00,8:00,15:00,0:00,0:00,3,200,4700,0,-,-,02/04/2019,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 부산진구청,가야공원,2019000012,부산진구 가야공원로 72 (가야동 491-5),-,-,노외,41,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,-,-,-,-,-,-,10/10/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 부산진구청,평화시장 공영주차장,2019000003,부산진구,-,860-7752,노상,23,8:00,20:00,8:00,20:00,10:00,19:00,1,500,15000,0,-,-,02/04/2019,공영,-,-,-,10,10,500,-,-,-,-
시설관리공단위탁,부산광역시 부산진구청,적십자회관 앞 공영주차장,2019000008,부산진구,-,860-7752,노상,51,8:00,19:00,8:00,15:00,0:00,0:00,2,300,8000,0,-,-,02/04/2019,공영,-,-,-,10,10,300,-,-,-,-
시설관리공단위탁,부산광역시 부산진구청,부전복개도로 공영주차장,2019000004,부산진구,-,010-3708-2505,노상,20,9:00,21:00,9:00,21:00,10:00,19:00,1,700,0,0,-,-,02/04/2019,공영,-,-,-,10,10,700,-,-,-,-
시설관리공단위탁,부산광역시 부산진구청,네오스포밑 공영주차장,2019000005,부산진구,-,010-9800-0874,노상,38,8:00,19:00,18:00,15:00,0:00,0:00,2,300,8000,0,-,-,02/04/2019,공영,-,-,-,10,10,300,-,-,-,-
시설관리공단위탁,부산광역시 부산진구청,시민장례식장 앞,2019000009,부산진구,-,860-7752,노상,12,8:00,20:00,8:00,20:00,10:00,19:00,1,500,0,0,-,-,02/04/2019,공영,-,-,-,10,10,500,-,-,-,-
시설관리공단위탁,부산광역시 부산진구청,부산도시공사 옆 공영주차장,2019000011,부산진구,-,860-7752,노외,132,8:00,19:00,8:00,15:00,0:00,0:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
시설관리공단위탁,부산광역시 부산진구청,골드테마거리 공영주차장,2019000002,부산진구,-,860-7752,노상,15,8:00,20:00,8:00,20:00,10:00,19:00,1,500,15000,0,-,-,02/04/2019,공영,-,-,-,10,10,500,-,-,-,-
시설관리공단위탁,부산광역시 부산진구청,개성동천 공영주차장,2019000010,부산진구,-,860-7752,노외,46,8:00,19:00,8:00,15:00,0:00,0:00,-,-,-,-,-,-,02/04/2019,공영,-,-,-,10,10,-,-,-,-,-
민간위탁,부산광역시 부산진구청,가야공원3로주거지전용주차장,2007011500,-,부산진구 가야2동 601-2,-,노외,4,-,-,-,-,-,-,기타,0,0,40000,202654.1134,183723.433,03/05/2011,공영,-,-,-,10,10,0,-,-,-,-
민간위탁,부산광역시 부산진구청,주례초등학교공영노외주차장,2007011482,-,부산진구 개금2동 630-5,-,노외,69,0:00,24:00:00,-,-,-,-,3,200,4700,90000,201728.3244,183272.2274,05/26/2016,공영,-,-,-,10,10,200,-,-,-,-
민간위탁,부산광역시 부산진구청,경남공고뒤,2007001092,-,부산진구 전포1동 870-1 경남공업고등학교뒷편,-,노상,27,-,-,-,-,-,-,2,1900,9100,0,205699.3363,184120.0101,05/26/2016,공영,-,-,-,10,10,1900,-,-,-,-
시설관리공단위탁,부산광역시 부산진구청,부전시장 화물하역 주차구역,2008011641,-,부산진구 부전1동 100-1,-,노상,7,-,-,-,-,-,-,1,500,15000,240000,-,-,10/05/2009,공영,-,-,-,10,10,500,-,-,-,-
민간위탁,부산광역시 부산진구청,시민장례식장 앞,2008011642,-,부산진구 범천1동 839-5,010-2269-3006,노상,12,8:00,20:00,8:00,20:00,10:00,19:00,1,500,0,0,205713.8611,182791.2335,06/16/2016,공영,-,-,-,10,10,500,-,-,-,-
시설관리공단위탁,부산광역시 부산진구청,메가박스 서면점 앞,2008011645,-,부산진구 부전2동 575,860-7752,노상,26,9:00,21:00,9:00,21:00,10:00,19:00,1,700,0,0,-,-,02/04/2019,공영,-,-,-,10,10,700,-,-,-,-
민간위탁,부산광역시 영도구청,신선동,2009000002,-,영도구 신선동 136-1,-,노외,25,8:00,20:00,-,-,-,-,4,100,2400,52000,-,-,08/14/2014,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 영도구청,청학1동 노외공영주차장,2009000003,-,영도구 청학1동 418-5,-,노외,40,8:00,20:00,-,-,-,-,4,100,2400,52000,-,-,12/10/2015,공영,-,-,-,10,10,100,-,-,-,-
민간위탁,부산광역시 영도구청,청학하나 노외 공영주차장,2009000004,-,영도구 청학1동 391-98,-,노외,57,8:00,20:00,-,-,-,-,4,100,2400,52000,-,-,12/10/2015,공영,-,-,-,10,10,100,-,-,-,-
