행정구역,업소명,소재지,전화번호,관리구분
전남 해남군,(유)한성가스,전남 해남군 해남읍 중앙1로 410 한성가스충전소,061-0536-2181,용기+자동차+13kg용기
전남 화순군,화순LPG충전소,전남 화순군 능주면 화보로 3548,061-0372-6560,자동차충전
전남 화순군,지석강LPG충전소,전남 화순군 춘양면 화보로 2553,061-0371-5145,자동차충전
전남 화순군,(유)남도에너지 화순지점,전남 화순군 화순읍 서양로 376,061-0371-5189,자동차충전
전남 화순군,명품LPG충전소,전남 화순군 화순읍 쌍충로 127-4,061-0373-2107,자동차충전
전남 화순군,앵남LPG충전소,전남 화순군 화순읍 지강로 780,061-0373-7111,자동차충전
전남 화순군,세량LPG충전소,전남 화순군 화순읍 지강로 825,061-0374-1171,자동차충전
전남 화순군,차사랑LPG충전소,전남 화순군 화순읍 화보로 3901,061-0375-5150,자동차충전
전남 화순군,특별한충전소,전남 화순군 화순읍 화보로 4167,061-0371-5188,자동차충전
경북 경산시,(주)경산브이아이피충전소,경북 경산시 경산로 299,054-0816-0550,자동차충전
경북 경산시,(주)대평엘피지충전소,경북 경산시 경안로 419,054-0815-8555,자동차충전
경북 경산시,명성가스(주),경북 경산시 대학로 31,054-0811-4451,자동차충전
경북 경산시,유한회사 제일가스,경북 경산시 삼성현로 196,054-0812-0666,자동차충전
경북 경산시,월드컵엘피지충전소,경북 경산시 삼성현로 56 월드컵LPG충전소,054-0813-4848,자동차충전
경북 경산시,(주)남부에너비스,경북 경산시 옥산로 138,054-0811-5151,자동차충전
경북 경산시,(주)바이오시스와촌충전소,경북 경산시 와촌면 강학길 103,054-0853-1082,자동차충전
경북 경산시,금호LPG충전소,경북 경산시 와촌면 대경로 966,054-0853-8886,자동차충전
경북 경산시,대경LPG충전소,경북 경산시 와촌면 팔공로 304,054-0853-5882,자동차충전
경북 경산시,경산 신천LPG충전소,경북 경산시 원효로 426,054-0801-8583,자동차충전
경북 경산시,(주)덕양가스(경산),경북 경산시 진량읍 공단로 172 (주)덕양에너젠창고A,054-0851-8560,용기+자동차+탱크+13kg용기
경북 경산시,KIS정보통신(주)경산(서울방향)LPG충전소,경북 경산시 진량읍 대학로 1089,054-0852-5243,자동차충전
경북 경산시,호동제1충전소,경북 경산시 진량읍 대학로 945,054-0857-8025,자동차충전
경북 경산시,SK가스경산충전소,경북 경산시 진량읍 의송길 9,054-0851-6981,용기+자동차+탱크+13kg용기
경북 경산시,(주)화산,경북 경산시 진량읍 일연로115길 18,054-4714-0595,탱크+부탄캔
경북 경산시,(주)대호석유,경북 경산시 진량읍 평사1길 77-22,054-0851-6110,자동차충전
경북 경산시,하양우성엘피지충전소,경북 경산시 하양읍 대경로 844,054-0854-1786,자동차충전
경북 경산시,하양엘피지충전소,경북 경산시 하양읍 하양로 254,054-0853-5700,자동차충전
경북 경주시,경주고속충전소,경북 경주시 강동면 산업로 5335,054-0776-4270,자동차충전
경북 경주시,대현건천충전소,경북 경주시 건천읍 대경로 3983,,자동차충전
경북 경주시,케이케이(주)보문엘피지충전소,경북 경주시 경감로 585,054-0745-6651,자동차충전
경북 경주시,한성산업(주),경북 경주시 광중길 18,054-0776-0001,용기+자동차+탱크+13kg용기
경북 경주시,국제충전소,경북 경주시 금성로 179,054-0773-4900,자동차충전
경북 경주시,씨앤에스에너지(주)경주(부산방향)충전소,경북 경주시 내남면 경부고속도로 59-1,054-0748-3427,자동차충전
경북 경주시,경주율동LPG충전소,경북 경주시 대경로 4682,054-0741-6788,자동차충전
경북 경주시,남산가스충전소,경북 경주시 반구대로 3682-15,054-0775-2688,자동차충전
경북 경주시,경북개인택시운송사업조합 경주분소,경북 경주시 부엉길 9-5,054-0771-0703,자동차충전
경북 경주시,에어텍충전소,경북 경주시 산업로 3436,054-0749-2518,자동차충전
경북 경주시,(주)정우에너지 동방충전소,경북 경주시 산업로 3593,054-0748-7750,자동차+탱크
경북 경주시,경주충전소,경북 경주시 산업로 4385,054-0776-2224,자동차충전
경북 경주시,용강LPG충전소,경북 경주시 산업로 4490,054-0775-0051,자동차충전
경북 경주시,(주)구도일충전소,경북 경주시 서라벌대로 408,054-0749-5245,자동차충전
경북 경주시,(주)아워홈서라벌광장충전소,경북 경주시 서라벌대로 417,054-4048-4903,자동차충전
경북 경주시,부자집LPG충전소,경북 경주시 서면 대경로 2993,054-0751-3326,자동차충전
경북 경주시,아화만남충전소,경북 경주시 서면 대경로 3004,054-0751-8030,자동차충전
경북 경주시,산대LPG충전소,경북 경주시 안강읍 안강중앙로 23,054-0762-1017,자동차충전
경북 경주시,안강엘피지충전소,경북 경주시 안강읍 안현로 1597,054-0763-0277,자동차충전
경북 경주시,(주)태산이앤엘 호반LPG충전소,경북 경주시 안강읍 호국로 2189,054-0762-6335,자동차충전
경북 경주시,동천LPG충전소,경북 경주시 알천북로 419,054-0774-8845,자동차충전
경북 경주시,녹동충전소,경북 경주시 외동읍 관문로 875,054-0771-4471,자동차충전
경북 경주시,모화가스충전소,경북 경주시 외동읍 산업로 1794,054-0773-5801,자동차충전
경북 경주시,(주)방주에너지 남경주IC행복충전소,경북 경주시 외동읍 산업로 2759,054-0772-0051,자동차충전
경북 경주시,동성가스남경주IC충전소,경북 경주시 외동읍 산업로 2785,054-0775-4940,자동차충전
경북 경주시,(주)삼일경주충전소,경북 경주시 원화로 170,054-0771-1746,자동차충전
경북 경주시,삼일엘피지충전소,경북 경주시 천북면 산업로 4854,054-0748-3131,자동차충전
경북 경주시,(주)금아리무진행복충전소,경북 경주시 태종로 315,054-0742-9595,자동차충전
경북 경주시,늘푸른충전소,경북 경주시 현곡면 형산로 446,054-0775-5488,자동차충전
경북 경주시,(주)일선에너지 신라충전소,경북 경주시 화랑로 14,054-0742-3600,자동차충전
경북 고령군,고령엘피지충전소,경북 고령군 고령읍 일량로 73 ,054-0956-3189,자동차충전
경북 구미시,선산엘피지충전소,경북 구미시 고아읍 선산대로 1211,054-0482-2277,자동차충전
경북 구미시,경북엘피지충전소,경북 구미시 고아읍 선산대로 514,054-0451-5277,자동차+13kg용기
경북 구미시,(주)대용,경북 구미시 구미대로 276,054-0462-0101,용기+자동차+13kg용기
경북 구미시,문화가스충전소,경북 구미시 구미중앙로 160-1,054-0454-5601,용기+자동차+13kg용기
경북 구미시,(주)일선우리엘피지충전소,경북 구미시 금오대로 413,054-0465-3375,자동차충전
경북 구미시,뉴태성충전소,경북 구미시 금오대로 486 임은동가스충전소,054-0464-6229,자동차충전
경북 구미시,(주)남구미충전소,경북 구미시 낙동강변로 73,054-0465-5177,자동차충전
경북 구미시,낙동강의성(영천방향)충전소,경북 구미시 도개면 용산3길 122-65,054-0475-7630,자동차충전
경북 구미시,구미개인택시2충전소,경북 구미시 박정희로 294,054-0463-0066,자동차충전
경북 구미시,금오공대입구충전소,경북 구미시 산호대로 600,054-0475-6200,자동차충전
경북 구미시,오성가스충전소,경북 구미시 수출대로 106,054-0463-6504,자동차충전
경북 구미시,구미광평LPG충전소,경북 구미시 수출대로 17,054-0463-8801,용기+자동차+13kg용기
경북 구미시,구미가스충전소,경북 구미시 신비로 155,054-0461-2077,용기+자동차+13kg용기
경북 구미시,북구미IC엘피지충전소,경북 구미시 야은로 344,054-0451-0052,자동차충전
경북 구미시,구미개인택시조합충전소,경북 구미시 야은로 350,054-0444-7975,자동차충전
경북 구미시,지산엘피지충전소,경북 구미시 야은로 523 지산동가스충전소,054-0452-3200,자동차충전
경북 구미시,(주)신라충전소 원평지점,경북 구미시 야은로 710,054-0465-0017,자동차충전
경북 구미시,(주)일선에너지 오태충전소,경북 구미시 오태길 5,054-0464-1151,자동차충전
경북 구미시,양포LPG충전소,경북 구미시 옥계2공단로 554,054-0475-0652,자동차충전
경북 구미시,(주)에스에스유통선산(상)충전소,경북 구미시 옥성면 중부내륙고속도로 128-1 (대원리),054-0482-6014,자동차충전
경북 구미시,(주)에스에스유통선산(하)충전소,경북 구미시 옥성면 중부내륙고속도로 129-1 ( 덕촌리),054-0482-6034,자동차충전
경북 구미시,강동엘피지충전소,경북 구미시 인동가산로 442-1,054-0472-0019,자동차충전
경북 구미시,인동엘피지충전소,경북 구미시 인동가산로 454,054-0475-2456,자동차+탱크
경북 구미시,(주)신라충전소,"경북 구미시 장천면 낙동대로 830,832",054-0456-7777,용기+자동차+탱크+13kg용기
경북 구미시,(주)미성에너지 녹색충전소,경북 구미시 장천면 산호대로 1390 (하장리),054-0476-0087,자동차충전
경북 구미시,구미보충전소,경북 구미시 해평면 낙동대로 2469,054-0456-5989,자동차충전
경북 군위군,군위IC충전소,경북 군위군 군위읍 경북대로 3465,054-0383-7783,자동차+13kg용기
경북 군위군,동해가스산업(주),경북 군위군 군위읍 경북대로 3465,054-0383-5195,탱크로리
경북 군위군,(주)부자군위(하)충전소,경북 군위군 군위읍 경북대로 4082 군위휴게소,054-0383-6117,자동차충전
경북 군위군,(주)부자군위(상)충전소,경북 군위군 군위읍 경북대로 4084,054-0383-6114,자동차충전
경북 군위군,(주)대흥엘피지,경북 군위군 군위읍 군청로 127,054-0383-9528,자동차충전
경북 군위군,KH에너지(주)직영삼국유사군위충전소(상주영천고속.상,경북 군위군 부계면 치산효령로 989-23,054-0382-8930,자동차충전
경북 군위군,KH에너지(주)직영군위영천충전소(영천방향),경북 군위군 산성면 치산효령로 865-43,054-0382-9737,자동차충전
경북 김천시,(주)에스피씨삼립식품 김천(부산방향)충전소,경북 김천시 농소면 경부고속도로 193,054-0435-0266,자동차충전
경북 김천시,(주)에스피씨삼립김천(서울방향)충전소,경북 김천시 농소면 경부고속도로 194-1,054-0433-1523,자동차충전
경북 김천시,김천아이씨충전소,경북 김천시 대학로 55,054-0432-2047,자동차충전
경북 김천시,추풍령(하)충전소,경북 김천시 봉산면 광천4길 58,054-0430-0502,자동차충전
경북 김천시,대보유통(주)추풍령(서울)충전소,경북 김천시 봉산면 광천4길 58,054-0430-0503,자동차충전
경북 김천시,케이케이(주) 신도시충전소,경북 김천시 시청로 21,054-0433-6651,자동차충전
경북 김천시,(주)씨에스에너지샛별LPG충전소,경북 김천시 아포읍 아포대로 696,054-0430-5151,자동차충전
경북 김천시,아포가스충전소,경북 김천시 아포읍 아포대로 999 ,054-0437-7999,자동차충전
경북 김천시,김천엘피지충전소,경북 김천시 영남대로 1348,054-0431-2800,자동차충전
경북 김천시,김천나들목충전소,경북 김천시 영남대로 1471,054-0435-4888,자동차충전
경북 김천시,제일경원LPG,경북 김천시 영남대로 1630,054-0434-2800,용기+자동차+탱크+13kg용기
경북 김천시,행복한충전소,경북 김천시 영남대로 2165,054-0435-5185,자동차충전
경북 김천시,김천평화충전소,경북 김천시 지좌강변길 27,054-0436-1011,용기+자동차+13kg용기
경북 김천시,서일산업(주)대광가스,경북 김천시 환경로 164,054-0434-5100,자동차충전
경북 문경시,일광가스충전소,경북 문경시 경서로 115 일광가스충전소,054-0553-1433,자동차충전
경북 문경시,문경LPG충전소,경북 문경시 공평로 211,054-0554-8020,자동차충전
경북 문경시,서울LPG충전소,경북 문경시 문경읍 문경대로 2108 서울LPG충전소,054-0571-0131,자동차충전
경북 문경시,케이케이(주)영강충전소,경북 문경시 산양면 중앙로 358 세차기,054-0552-2030,자동차충전
경북 문경시,(주)서원문경(마산방향)충전소,경북 문경시 중부내륙고속도로 173-1,054-0554-1659,자동차충전
경북 문경시,한국도로공사문경(양평방향)주유소,경북 문경시 중부내륙고속도로 174-1,054-0554-1614,자동차충전
경북 봉화군,봉화엘피지충전소,경북 봉화군 봉화읍 봉화로 1031,054-0673-3563,자동차충전
경북 상주시,남상주충전소,경북 상주시 경상대로 2683,054-0536-3005,자동차충전
경북 상주시,북상주IC충전소,경북 상주시 공검면 경상대로 4155,054-0541-5155,자동차충전
경북 상주시,동상주IC충전소,경북 상주시 낙동면 낙동대로 4547,054-0535-5188,자동차충전
경북 상주시,(주)에너지프라자경상충전소,경북 상주시 사벌국면 목가1길 99,054-0500-7401,기타
경북 상주시,상주충전소,경북 상주시 삼백로 396,054-0534-2171,용기+자동차+13kg용기
경북 상주시,상산엘피지충전소,경북 상주시 상산로 458,054-0533-5577,자동차충전
경북 상주시,상주IC충전소,경북 상주시 영남제일로 1339,054-0532-3800,자동차충전
경북 상주시,상주엘피지충전소,경북 상주시 영남제일로 1950,054-0531-0003,자동차충전
경북 상주시,(유)승춘에너지,경북 상주시 함창읍 함창로 589,054-0553-0846,자동차충전
경북 상주시,화서휴게소(상주방향)LPG충전소-유성티엔에스,경북 상주시 화서면 터골길 51-25,054-0531-1984,자동차충전
경북 성주군,신세기충전소,경북 성주군 선남면 도성3길 18,054-0933-4468,자동차충전
경북 성주군,성주LPG충전소,경북 성주군 선남면 성주로 3637 성주LPG충전소,054-0931-2229,자동차+탱크
경북 성주군,남성주(창원방향)주유소,경북 성주군 선남면 중부내륙고속도로 77-1,054-0932-0031,자동차충전
경북 성주군,영남에너지,경북 성주군 성주읍 성주로 3292 영남주유소,054-0933-3838,자동차충전
경북 성주군,대보유통(주)남성주(여주)주유소,경북 성주군 용암면 중부내륙고속도로 76-1,054-0931-5149,자동차충전
경북 안동시,대성산업(주) 낙동강충전소,경북 안동시 경동로 823,054-0821-2728,자동차충전
경북 안동시,안동브이아이피(VIP)충전소,경북 안동시 경동로 962,054-0821-1005,자동차충전
경북 안동시,대동LPG충전소,경북 안동시 경북대로 176 ,054-0858-3837,자동차충전
경북 안동시,영풍에너지,경북 안동시 경북대로 545,054-0843-3673,자동차충전
경북 안동시,대성산업(주)안동충전소,경북 안동시 공단로 6,054-0858-8903,용기+13kg용기
경북 안동시,용두LPG충전소,경북 안동시 남후면 경북대로 8000,054-0854-5252,자동차충전
경북 안동시,안동개인택시충전소,경북 안동시 앙실로 402-17,054-0859-4086,자동차충전
경북 안동시,안동옥동엘피지충전소,경북 안동시 은행나무로 67,054-0855-9980,자동차+13kg용기
경북 안동시,(주)금성에너지안동LPG충전소,경북 안동시 일직면 풍일로 2068,054-0852-9061,탱크로리
경북 안동시,남안동IC충전소,경북 안동시 일직면 풍일로 2274,054-0859-7117,자동차충전
경북 안동시,삼성가스충전소,경북 안동시 태화중앙로 67 ,054-0852-2439,자동차충전
경북 안동시,(주)광동유통안동(상)LPG충전소,경북 안동시 풍산읍 풍산태사로 산1903-17,054-0853-9758,자동차충전
경북 안동시,(주)광동유통안동(하)충전소,경북 안동시 풍산읍 풍산태사로 산1913-54,054-0854-3324,자동차충전
경북 영덕군,강구엘피지충전소,경북 영덕군 강구면 동해대로 4383,054-0732-2944,자동차충전
경북 영덕군,구계LPG충전소,경북 영덕군 남정면 동해대로 3951,054-0734-1783,자동차충전
경북 영덕군,(주)서광해맞이휴게충전소,경북 영덕군 병곡면 동해대로 7918,054-0734-8200,자동차충전
경북 영덕군,천일가스,경북 영덕군 영덕읍 남산2길 2-17,054-0733-1001,자동차충전
경북 영덕군,(주)세븐,경북 영덕군 영해면 318만세길 49-20,054-0734-7447,자동차충전
경북 영덕군,영덕엘피지충전소,경북 영덕군 축산면 영덕로 1379,054-0734-5108,자동차+13kg용기
경북 영양군,영양엘피지충전소,경북 영양군 영양읍 영양로 1267 LPG충전소,054-0683-7737,자동차충전
경북 영주시,영주시민엘피지충전소,경북 영주시 가흥로 167,054-0636-0788,자동차충전
경북 영주시,영주I.CLPG충전소,경북 영주시 가흥로 81 남산LPG,054-0638-8448,자동차충전
경북 영주시,영주가스충전소,경북 영주시 구성로 292 LG 가스충전소,054-0631-2221,용기+자동차+13kg용기
경북 영주시,풍기엘피지충전소,경북 영주시 봉현면 신재로 860,054-0636-9762,자동차충전
경북 영주시,동진충전소,경북 영주시 원당로 258,054-0632-6646,자동차충전
경북 영주시,대영가스충전소,경북 영주시 원당로 358 대영가스충전소,054-0636-6678,자동차충전
경북 영주시,우성충전소,경북 영주시 원당로 389,054-0633-6351,자동차충전
경북 영주시,송리원엘피지충전소,경북 영주시 이산면 경북대로 2932,054-0633-1273,자동차충전
경북 영주시,SK가스 영주충전소,경북 영주시 장수면 장수로220번길 32,054-0638-7007,용기+탱크+13kg용기
경북 영천시,영천대성충전소,경북 영천시 고경면 호국로 1524,054-0337-7141,자동차충전
경북 영천시,우리LPG충전소,경북 영천시 금호읍 금호로 393-1 중앙충전소,054-0337-0353,자동차충전
경북 영천시,영천고속LPG충전소,경북 영천시 영천아이시로 79,054-0338-1150,자동차충전
경북 영천시,씨앤에스에너지(주)영천(포항방향)충전소,경북 영천시 임고면 운주로 777,054-0338-9135,자동차충전
경북 영천시,씨앤에스에너지(주)영천(대구방향)충전소,경북 영천시 임고면 운주로 791,054-0338-9301,자동차충전
경북 영천시,만남의충전소,경북 영천시 장수로 100 만남의충전소,054-0331-5189,자동차충전
경북 영천시,영동가스충전소,경북 영천시 장천길 6,054-0335-3564,자동차충전
경북 영천시,(주)팔팔엘피지충전소,경북 영천시 천문로 484 팔팔LPG충전소,054-0338-9102,자동차충전
경북 영천시,(주)바이오시스청통(상)충전소,경북 영천시 청통면 청통로 334-42,054-0337-5074,자동차충전
경북 영천시,영천오렌지충전소,경북 영천시 호국로 108,054-0333-1001,자동차충전
경북 영천시,영천엘피지충전소,경북 영천시 화산면 장수로 770-16,054-0335-8888,용기+탱크+13kg용기
경북 예천군,영동LPG충전소,경북 예천군 예천읍 양궁로 164,054-0653-4477,자동차충전
경북 예천군,(주)일선에너지예천엘피지충전소,경북 예천군 예천읍 충효로 91 예천LPG충전소,054-0654-2857,자동차충전
경북 예천군,우리들충전소,경북 예천군 유천면 경서로 2003 대명택시미터기,054-0520-0055,자동차충전
경북 울진군,(주)에너지프라자울진충전소,경북 울진군 울진읍 울진북로 331,054-0782-2965,용기+자동차+13kg용기
경북 울진군,울진농협영농지원센터,경북 울진군 울진읍 울진북로 684,054-0783-1048,용기+자동차+13kg용기
경북 울진군,울진고속충전소,경북 울진군 죽변면 동해대로 5071,054-0782-2801,자동차충전
경북 울진군,(주)서광가스충전소,경북 울진군 후포면 동해대로 327,054-0788-8400,자동차충전
경북 울진군,울진동해가스충전소,경북 울진군 후포면 후포삼율로 188,054-0787-3018,자동차충전
경북 의성군,희망충전소,경북 의성군 단밀면 낙동대로 3962,054-0861-1566,자동차충전
경북 의성군,선산산업(주)낙동강구미충전소(상주영천고속.상주방향,경북 의성군 단밀면 도안로 산757-67,054-0475-2975,자동차충전
경북 의성군,의성쌍용충전소,경북 의성군 봉양면 경북대로 4899 의성쌍용LPG충전소,054-0834-1477,자동차+13kg용기
경북 의성군,비안쌍용가스충전소,경북 의성군 비안면 서부로 1017 ,054-0861-6863,자동차충전
경북 의성군,의성(영덕방향)충전소,경북 의성군 안계면 새못안길 산45-47,054-0862-9254,자동차충전
경북 의성군,의성(상주방향)충전소,경북 의성군 안계면 새못안길 산45-49,054-0862-9036,자동차충전
경북 의성군,안계공단충전소,경북 의성군 안계면 서부로 1783,054-0862-6000,자동차충전
경북 의성군,SK가스 의성충전소,경북 의성군 의성읍 북부길 138,054-0832-0365,용기+자동차+13kg용기
경북 의성군,(주)보성가스,경북 의성군 의성읍 북부길 449,054-0832-2100,탱크로리
경북 청도군,새청도엘피지충전소,경북 청도군 청도읍 새마을로 1307 새청도LPG충전소,054-0373-6697,자동차충전
경북 청도군,(주)케이알산업청도충전소(부산방향),경북 청도군 청도읍 하지길 59-49,054-0371-5126,자동차충전
경북 청도군,(주)케이알산업청도충전소(대구방향),경북 청도군 청도읍 하지길 산59-50,054-0373-4572,자동차충전
경북 청도군,늘푸른충전소,경북 청도군 화양읍 청려로 1894,054-0373-9945,자동차충전
경북 청송군,(주)청양에너지,경북 청송군 진보면 경동로 4493,054-0872-9701,자동차충전
경북 청송군,청송엘피지충전소,경북 청송군 청송읍 길안청송로 1689 청송LPG충전소,054-0874-5038,자동차충전
경북 칠곡군,천평대신충전소,경북 칠곡군 가산면 경북대로 1281 (천평리),054-0976-5181,자동차충전
경북 칠곡군,금화LPG충전소,경북 칠곡군 가산면 경북대로 1376 금화LPG충전소,054-0971-1087,자동차충전
경북 칠곡군,우일LPG충전소,경북 칠곡군 가산면 경북대로 1985,054-0971-2660,자동차충전
경북 칠곡군,금천엘피지충전소,경북 칠곡군 기산면 주산로 1075 ,054-0972-2964,자동차충전
경북 칠곡군,대원엘피지충전소,경북 칠곡군 기산면 칠곡대로 1287 (무)가스저장시설,054-0973-0070,자동차충전
경북 칠곡군,강북대성엘피지충전소,경북 칠곡군 동명면 경북대로 8,054-0977-0101,자동차충전
경북 칠곡군,다부LPG충전소,경북 칠곡군 동명면 경북대로 897,054-0973-1090,자동차충전
경북 칠곡군,(주)경인석유고속도로동명(춘천)충전소,경북 칠곡군 동명면 중앙고속도로 122,054-0977-6934,자동차충전
경북 칠곡군,(주)경인석유고속도로동명(부산)충전소,경북 칠곡군 동명면 중앙고속도로 123,054-0977-6941,자동차충전
경북 칠곡군,북삼LPG충전소,경북 칠곡군 북삼읍 금오대로 158 ,054-0975-9001,자동차충전
경북 칠곡군,남대교충전소,경북 칠곡군 석적읍 남구미로 181,054-0971-4600,자동차충전
경북 칠곡군,약목엘피지충전소,경북 칠곡군 약목면 약목로 8 약목LPG충전소,054-0974-8172,자동차충전
경북 칠곡군,삼일약목LPG충전소,경북 칠곡군 약목면 칠곡대로 512,054-0975-0042,자동차충전
경북 칠곡군,삼화충전소,경북 칠곡군 약목면 칠곡대로 719,054-0974-9177,자동차충전
경북 칠곡군,비쓰리에너지,경북 칠곡군 왜관읍 강변대로 610,054-0975-8966,용기+자동차+탱크+13kg용기
경북 칠곡군,(주)삼일기업,경북 칠곡군 왜관읍 강변대로 872,054-0971-2077,용기+자동차+13kg용기
경북 칠곡군,유남석유(주)칠곡(하)엘피지충전소,경북 칠곡군 왜관읍 아곡4길 7,054-0975-1734,자동차충전
경북 칠곡군,(주)한라석유칠곡(상)충전소,경북 칠곡군 왜관읍 아곡5길 188-51,054-0975-2544,자동차충전
경북 칠곡군,(주)에이치디에너지,경북 칠곡군 왜관읍 칠곡대로 1655,,자동차+탱크
경북 칠곡군,태양엘피지충전소,경북 칠곡군 왜관읍 칠곡대로 1887,054-0975-4915,자동차충전
경북 칠곡군,(주)석송에너지,경북 칠곡군 지천면 칠곡대로 2208,054-0977-3178,자동차충전
경북 포항시 남구,SK가스 동해충전소,경북 포항시 남구 대송로 282,054-0272-2049,용기+탱크
경북 포항시 남구,케이케이(주)단지충전소,경북 포항시 남구 대송로 290,054-0278-0945,자동차충전
경북 포항시 남구,대송가스충전소,경북 포항시 남구 대송면 철강로 154,054-0285-1100,자동차충전
경북 포항시 남구,해맞이충전소,경북 포항시 남구 동해면 동해안로 5099,054-0292-5189,자동차충전
경북 포항시 남구,구옥LPG충전소,경북 포항시 남구 동해안로 5826,054-0281-6999,자동차충전
경북 포항시 남구,대동엘피지충전소,경북 포항시 남구 새천년대로 216,054-0273-7760,자동차충전
경북 포항시 남구,관문엘피지충전소,경북 포항시 남구 연일읍 새천년대로 200,054-0278-5168,자동차충전
경북 포항시 남구,매일에너지 자명충전소,경북 포항시 남구 연일읍 자명로 104,054-0275-9800,자동차충전
경북 포항시 남구,(주)포항개인택시충전소,경북 포항시 남구 연일읍 형산강남로418번길 1,054-0286-6511,자동차충전
경북 포항시 남구,(주)천일가스텍,경북 포항시 남구 오천읍 기림로 1187,054-0284-1001,탱크로리
경북 포항시 남구,오천LPG충전소,경북 포항시 남구 오천읍 정몽주로 789,054-0292-9988,자동차+13kg용기
경북 포항시 남구,문덕LPG충전소,경북 포항시 남구 오천읍 철강로 818,054-0261-5922,자동차충전
경북 포항시 남구,대성산업(주)포항가스충전소,경북 포항시 남구 중앙로 51,054-0281-1204,용기+자동차+13kg용기
경북 포항시 남구,철강공단충전소,경북 포항시 남구 철강로 380,054-0289-5351,자동차충전
경북 포항시 남구,(주)천일가스,경북 포항시 남구 호동로 33,054-0277-1001,용기+13kg용기
경북 포항시 남구,이동I/C충전소,경북 포항시 남구 희망대로 353,054-0246-0009,자동차충전
경북 포항시 남구,포항충전소,경북 포항시 남구 희망대로 663,054-0275-2923,자동차충전
경북 포항시 남구,(주)디와이에스대잠충전소,경북 포항시 남구 희망대로 666,054-0278-7505,자동차충전
경북 포항시 북구,양덕스마일LPG충전소,경북 포항시 북구 삼흥로 325,054-0246-7755,자동차충전
경북 포항시 북구,우천엘피지충전소,경북 포항시 북구 새천년대로 1155,054-0251-3033,자동차충전
경북 포항시 북구,포항개인택시 제3충전소,경북 포항시 북구 소티재로 211,054-0726-1101,자동차충전
경북 포항시 북구,포항유업(주),경북 포항시 북구 소티재로 70,054-0248-8968,자동차충전
경북 포항시 북구,영일만엘피지충전소,경북 포항시 북구 용흥로 251,054-0255-0123,자동차충전
경북 포항시 북구,동아LPG충전소,경북 포항시 북구 용흥로 265,054-0242-9599,자동차충전
경북 포항시 북구,포항개인택시 제2충전소,경북 포항시 북구 장량로 106,054-0255-3381,자동차충전
경북 포항시 북구,(주)청하가스충전소,경북 포항시 북구 청하면 동해대로 2394,054-0232-0324,자동차충전
경북 포항시 북구,한국광유(주)항구충전소,경북 포항시 북구 해동로 349,054-0242-0051,자동차충전
경북 포항시 북구,성곡IC엘피지충전소,경북 포항시 북구 흥해읍 동해대로 1121,054-0261-2292,자동차충전
경북 포항시 북구,삼양산업(주),경북 포항시 북구 흥해읍 동해대로 1887,054-0262-0033,자동차+13kg용기
경북 포항시 북구,(주)한승에너지,경북 포항시 북구 흥해읍 동해대로 1916,054-0261-4483,자동차충전
경북 포항시 북구,포항IC주유소충전소(주)신일,경북 포항시 북구 흥해읍 새마을로 362,054-0261-5115,자동차충전
경남 거제시,(주)성주에너지,경남 거제시 거제대로 3241,055-0682-3333,용기+자동차+13kg용기
경남 거제시,(주)성주에너지 옥포충전소,경남 거제시 거제대로 3677(옥포동),055-0688-9192,용기+자동차+13kg용기
경남 거제시,새거제충전소,경남 거제시 거제대로 5050,055-0636-8548,자동차충전
경남 거제시,거제옥산충전소(주),경남 거제시 거제면 읍내로 410-29,055-0633-8088,용기+자동차+탱크+13kg용기
경남 거제시,엘림가스산업,경남 거제시 두모길 3-18,055-0682-6699,용기+자동차+13kg용기
경남 거제시,SK충전소,경남 거제시 사등면 거제대로 5312 SK충전소,055-0634-3603,자동차충전
경남 거제시,청포가스충전소,경남 거제시 사등면 거제대로 6060,055-0633-6961,자동차충전
경남 거제시,"거제삼성충전소(구,고현엘피지충전소)",경남 거제시 사등면 거제대로 789-15,055-0638-5179,자동차충전
경남 거제시,(주)대하디엔지,경남 거제시 상동1길 22,055-0634-2300,자동차충전
경남 거제시,거제충전소,경남 거제시 연초면 거제대로 4417,055-0636-3311,자동차충전
경남 거제시,이원거제LPG충전소,경남 거제시 연초면 죽토로 94,055-0634-1239,자동차충전
경남 거제시,(주)천일에너지 거가충전소,경남 거제시 옥포대첩로 338,055-0688-0147,자동차충전
경남 거창군,(주)승진에너지거창담양방향충전소,경남 거창군 가조면 가조가야로 1543-81,055-0941-0863,자동차충전
경남 거창군,거창LPG충전소,경남 거창군 거창읍 강남로 80 LPG충전소,055-0944-6840,용기+자동차+13kg용기
경남 거창군,거창제일엘피지충전소,경남 거창군 거창읍 거함대로 3277,055-0945-3051,자동차충전
경남 거창군,(합)거창에너지,경남 거창군 거창읍 거함대로 3372-67,055-0945-2810,자동차충전
경남 고성군,금강충전소,경남 고성군 고성읍 남해안대로 2537,055-0674-8031,자동차충전
경남 고성군,율대충전소,경남 고성군 고성읍 남해안대로 2548,055-0673-5164,자동차충전
경남 고성군,동방LPG충전소,경남 고성군 고성읍 남해안대로 3055,055-0674-1976,용기+자동차+탱크+13kg용기
경남 고성군,고성엘피지충전소,경남 고성군 고성읍 상정대로 532-9,055-0674-2558,자동차충전
